angle,radius,action,value
0,86,1,0.000000
0,86,2,0.000000
0,86,3,0.000000
0,87,0,0.000000
0,87,1,0.000000
0,87,2,0.000000
0,87,3,0.000000
0,88,0,0.000000
0,88,1,0.000000
0,88,2,0.000000
0,88,3,0.000000
0,89,0,0.000000
0,89,1,0.000000
0,89,2,0.000000
0,89,3,0.000000
0,90,0,0.000000
0,90,1,0.000000
0,90,2,0.000000
0,90,3,0.000000
0,91,0,0.000000
0,91,1,0.000000
0,91,2,0.000000
0,91,3,0.000000
0,92,0,0.000000
0,92,1,0.000000
0,92,2,0.000000
0,92,3,0.000000
0,93,0,0.000000
0,93,1,0.000000
0,93,2,0.000000
0,93,3,0.000000
0,94,0,0.000000
0,94,1,0.000000
0,94,2,0.000000
0,94,3,0.000000
0,95,0,0.000000
0,95,1,0.000000
0,95,2,0.000000
0,95,3,0.000000
0,96,0,0.000000
0,96,1,0.000000
0,96,2,0.000000
0,96,3,0.000000
0,97,0,0.000000
0,97,1,0.000000
0,97,2,0.000000
0,97,3,0.000000
0,98,0,0.000000
0,98,1,0.000000
0,98,2,0.000000
0,98,3,0.000000
0,99,0,0.000000
0,99,1,0.000000
0,99,2,0.000000
0,99,3,0.000000
1,0,0,0.000000
1,0,1,0.000000
1,0,2,0.000000
1,0,3,0.000000
1,1,0,9.966767
1,1,1,0.000000
1,1,2,3.777746
1,1,3,0.000000
1,2,0,5.653397
1,2,1,-0.332583
1,2,2,-0.406160
1,2,3,-0.456262
1,3,0,3.019284
1,3,1,-1.064511
1,3,2,-1.487793
1,3,3,-1.336628
1,4,0,0.089967
1,4,1,-2.184682
1,4,2,-2.188767
1,4,3,-2.325579
1,5,0,-2.132442
1,5,1,-2.647724
1,5,2,-2.702536
1,5,3,-3.156748
1,6,0,-3.067266
1,6,1,-3.471498
1,6,2,-3.159189
1,6,3,-3.730265
1,7,0,-3.835000
1,7,1,-4.433923
1,7,2,-3.839953
1,7,3,-3.826596
1,8,0,-4.318153
1,8,1,-4.560753
1,8,2,-4.339293
1,8,3,-4.422889
1,9,0,-4.411100
1,9,1,-4.695794
1,9,2,-4.626707
1,9,3,-4.849626
1,10,0,-4.848559
1,10,1,-5.658989
1,10,2,-5.219412
1,10,3,-5.315346
1,11,0,-5.751271
1,11,1,-6.012472
1,11,2,-6.058447
1,11,3,-6.114842
1,12,0,-6.114451
1,12,1,-6.011837
1,12,2,-6.313923
1,12,3,-6.118253
1,13,0,-6.055559
1,13,1,-6.344287
1,13,2,-6.352476
1,13,3,-6.462460
1,14,0,-6.542662
1,14,1,-6.584057
1,14,2,-6.784772
1,14,3,-6.783715
1,15,0,-6.659852
1,15,1,-6.315428
1,15,2,-5.947453
1,15,3,-6.136088
1,16,0,-6.010012
1,16,1,-6.349351
1,16,2,-6.497635
1,16,3,-6.554765
1,17,0,-6.381851
1,17,1,-6.651177
1,17,2,-6.581818
1,17,3,-6.679672
1,18,0,-6.690839
1,18,1,-6.734053
1,18,2,-6.789554
1,18,3,-6.753711
1,19,0,-6.945522
1,19,1,-6.793023
1,19,2,-6.975141
1,19,3,-6.830632
1,20,0,-7.072736
1,20,1,-6.814840
1,20,2,-7.057459
1,20,3,-7.014240
1,21,0,-6.801640
1,21,1,-6.863372
1,21,2,-6.538661
1,21,3,-7.058088
1,22,0,-7.085623
1,22,1,-6.962912
1,22,2,-6.966744
1,22,3,-7.130574
1,23,0,-7.190574
1,23,1,-7.139801
1,23,2,-7.206298
1,23,3,-7.370399
1,24,0,-7.482851
1,24,1,-7.573970
1,24,2,-7.644655
1,24,3,-7.643494
1,25,0,-7.831799
1,25,1,-7.877777
1,25,2,-8.147737
1,25,3,-8.055264
1,26,0,-7.846811
1,26,1,-7.732284
1,26,2,-7.903289
1,26,3,-7.910921
1,27,0,-7.878459
1,27,1,-7.695915
1,27,2,-7.789949
1,27,3,-7.727215
1,28,0,-7.856576
1,28,1,-7.586332
1,28,2,-7.771008
1,28,3,-7.932641
1,29,0,-7.272408
1,29,1,-6.668525
1,29,2,-6.946127
1,29,3,-7.232921
1,30,0,-5.692750
1,30,1,-5.542878
1,30,2,-5.304527
1,30,3,-6.179701
1,31,0,0.000000
1,31,1,0.000000
1,31,2,0.000000
1,31,3,0.000000
1,32,0,0.000000
1,32,1,0.000000
1,32,2,0.000000
1,32,3,0.000000
1,33,0,0.000000
1,33,1,0.000000
1,33,2,0.000000
1,33,3,0.000000
1,34,0,0.000000
1,34,1,0.000000
1,34,2,0.000000
1,34,3,0.000000
1,35,0,0.000000
1,35,1,0.000000
1,35,2,0.000000
1,35,3,0.000000
1,36,0,0.000000
1,36,1,0.000000
1,36,2,0.000000
1,36,3,0.000000
1,37,0,0.000000
1,37,1,0.000000
1,37,2,0.000000
1,37,3,0.000000
1,38,0,0.000000
1,38,1,0.000000
1,38,2,0.000000
1,38,3,0.000000
1,39,0,0.000000
1,39,1,0.000000
1,39,2,0.000000
1,39,3,0.000000
1,40,0,0.000000
1,40,1,0.000000
1,40,2,0.000000
1,40,3,0.000000
1,41,0,0.000000
1,41,1,0.000000
1,41,2,0.000000
1,41,3,0.000000
1,42,0,0.000000
1,42,1,0.000000
1,42,2,0.000000
1,42,3,0.000000
1,43,0,0.000000
1,43,1,0.000000
1,43,2,0.000000
1,43,3,0.000000
1,44,0,0.000000
1,44,1,0.000000
1,44,2,0.000000
1,44,3,0.000000
1,45,0,0.000000
1,45,1,0.000000
1,45,2,0.000000
1,45,3,0.000000
1,46,0,0.000000
1,46,1,0.000000
1,46,2,0.000000
1,46,3,0.000000
1,47,0,0.000000
1,47,1,0.000000
1,47,2,0.000000
1,47,3,0.000000
1,48,0,0.000000
1,48,1,0.000000
1,48,2,0.000000
1,48,3,0.000000
1,49,0,0.000000
1,49,1,0.000000
1,49,2,0.000000
1,49,3,0.000000
1,50,0,0.000000
1,50,1,0.000000
1,50,2,0.000000
1,50,3,0.000000
1,51,0,0.000000
1,51,1,0.000000
1,51,2,0.000000
1,51,3,0.000000
1,52,0,0.000000
1,52,1,0.000000
1,52,2,0.000000
1,52,3,0.000000
1,53,0,0.000000
1,53,1,0.000000
1,53,2,0.000000
1,53,3,0.000000
1,54,0,0.000000
1,54,1,0.000000
1,54,2,0.000000
1,54,3,0.000000
1,55,0,0.000000
1,55,1,0.000000
1,55,2,0.000000
1,55,3,0.000000
1,56,0,0.000000
1,56,1,0.000000
1,56,2,0.000000
1,56,3,0.000000
1,57,0,0.000000
1,57,1,0.000000
1,57,2,0.000000
1,57,3,0.000000
1,58,0,0.000000
1,58,1,0.000000
1,58,2,0.000000
1,58,3,0.000000
1,59,0,0.000000
1,59,1,0.000000
1,59,2,0.000000
1,59,3,0.000000
1,60,0,0.000000
1,60,1,0.000000
1,60,2,0.000000
1,60,3,0.000000
1,61,0,0.000000
1,61,1,0.000000
1,61,2,0.000000
1,61,3,0.000000
1,62,0,0.000000
1,62,1,0.000000
1,62,2,0.000000
1,62,3,0.000000
1,63,0,0.000000
1,63,1,0.000000
1,63,2,0.000000
1,63,3,0.000000
1,64,0,0.000000
1,64,1,0.000000
1,64,2,0.000000
1,64,3,0.000000
1,65,0,0.000000
1,65,1,0.000000
1,65,2,0.000000
1,65,3,0.000000
1,66,0,0.000000
1,66,1,0.000000
1,66,2,0.000000
1,66,3,0.000000
1,67,0,0.000000
1,67,1,0.000000
1,67,2,0.000000
1,67,3,0.000000
1,68,0,0.000000
1,68,1,0.000000
1,68,2,0.000000
1,68,3,0.000000
1,69,0,0.000000
1,69,1,0.000000
1,69,2,0.000000
1,69,3,0.000000
1,70,0,0.000000
1,70,1,0.000000
1,70,2,0.000000
1,70,3,0.000000
1,71,0,0.000000
1,71,1,0.000000
1,71,2,0.000000
1,71,3,0.000000
1,72,0,0.000000
1,72,1,0.000000
1,72,2,0.000000
1,72,3,0.000000
1,73,0,0.000000
1,73,1,0.000000
1,73,2,0.000000
1,73,3,0.000000
1,74,0,0.000000
1,74,1,0.000000
1,74,2,0.000000
1,74,3,0.000000
1,75,0,0.000000
1,75,1,0.000000
1,75,2,0.000000
1,75,3,0.000000
1,76,0,0.000000
1,76,1,0.000000
1,76,2,0.000000
1,76,3,0.000000
1,77,0,0.000000
1,77,1,0.000000
1,77,2,0.000000
1,77,3,0.000000
1,78,0,0.000000
1,78,1,0.000000
1,78,2,0.000000
1,78,3,0.000000
1,79,0,0.000000
1,79,1,0.000000
1,79,2,0.000000
1,79,3,0.000000
1,80,0,0.000000
1,80,1,0.000000
1,80,2,0.000000
1,80,3,0.000000
1,81,0,0.000000
1,81,1,0.000000
1,81,2,0.000000
1,81,3,0.000000
1,82,0,0.000000
1,82,1,0.000000
1,82,2,0.000000
1,82,3,0.000000
1,83,0,0.000000
1,83,1,0.000000
1,83,2,0.000000
1,83,3,0.000000
1,84,0,0.000000
1,84,1,0.000000
1,84,2,0.000000
1,84,3,0.000000
1,85,0,0.000000
1,85,1,0.000000
1,85,2,0.000000
1,85,3,0.000000
1,86,0,0.000000
1,86,1,0.000000
1,86,2,0.000000
1,86,3,0.000000
1,87,0,0.000000
1,87,1,0.000000
1,87,2,0.000000
1,87,3,0.000000
1,88,0,0.000000
1,88,1,0.000000
1,88,2,0.000000
1,88,3,0.000000
1,89,0,0.000000
1,89,1,0.000000
1,89,2,0.000000
1,89,3,0.000000
1,90,0,0.000000
1,90,1,0.000000
1,90,2,0.000000
1,90,3,0.000000
1,91,0,0.000000
1,91,1,0.000000
1,91,2,0.000000
1,91,3,0.000000
1,92,0,0.000000
1,92,1,0.000000
1,92,2,0.000000
1,92,3,0.000000
1,93,0,0.000000
1,93,1,0.000000
1,93,2,0.000000
1,93,3,0.000000
1,94,0,0.000000
1,94,1,0.000000
1,94,2,0.000000
1,94,3,0.000000
1,95,0,0.000000
1,95,1,0.000000
1,95,2,0.000000
1,95,3,0.000000
1,96,0,0.000000
1,96,1,0.000000
1,96,2,0.000000
1,96,3,0.000000
1,97,0,0.000000
1,97,1,0.000000
1,97,2,0.000000
1,97,3,0.000000
1,98,0,0.000000
1,98,1,0.000000
1,98,2,0.000000
1,98,3,0.000000
1,99,0,0.000000
1,99,1,0.000000
1,99,2,0.000000
1,99,3,0.000000
2,0,0,0.000000
2,0,1,0.000000
2,0,2,0.000000
2,0,3,0.000000
2,1,0,8.420142
2,1,1,0.000000
2,1,2,-0.201930
2,1,3,0.000000
2,2,0,7.528052
2,2,1,0.000000
2,2,2,-0.147680
2,2,3,0.000000
2,3,0,-1.064421
2,3,1,-1.718441
2,3,2,-2.016854
2,3,3,-1.828718
2,4,0,-1.596112
2,4,1,-2.526109
2,4,2,-2.110922
2,4,3,-2.937804
2,5,0,-2.662472
2,5,1,-2.885838
2,5,2,-2.959302
2,5,3,-3.006023
2,6,0,-2.719522
2,6,1,-3.557066
2,6,2,-3.082787
2,6,3,-3.746125
2,7,0,-3.734004
2,7,1,-4.052590
2,7,2,-4.062324
2,7,3,-4.196486
2,8,0,-4.344465
2,8,1,-4.116419
2,8,2,-4.365465
2,8,3,-4.212632
2,9,0,-4.513827
2,9,1,-4.549898
2,9,2,-4.879034
2,9,3,-4.787143
2,10,0,-5.228842
2,10,1,-5.233962
2,10,2,-5.137639
2,10,3,-5.509275
2,11,0,-4.967295
2,11,1,-5.939314
2,11,2,-5.393339
2,11,3,-5.692999
2,12,0,-5.814663
2,12,1,-6.067601
2,12,2,-5.785989
2,12,3,-5.914972
2,13,0,-5.891034
2,13,1,-6.333100
2,13,2,-5.844830
2,13,3,-5.778142
2,14,0,-5.927810
2,14,1,-6.515848
2,14,2,-6.012212
2,14,3,-5.908181
2,15,0,-6.175655
2,15,1,-6.269390
2,15,2,-6.362178
2,15,3,-6.332332
2,16,0,-6.148339
2,16,1,-6.326992
2,16,2,-6.082242
2,16,3,-6.364243
2,17,0,-6.420218
2,17,1,-6.688197
2,17,2,-6.439321
2,17,3,-6.516721
2,18,0,-6.536648
2,18,1,-6.360323
2,18,2,-6.587209
2,18,3,-6.438700
2,19,0,-6.370386
2,19,1,-6.650391
2,19,2,-6.586825
2,19,3,-6.535507
2,20,0,-6.498322
2,20,1,-6.564190
2,20,2,-6.552234
2,20,3,-6.464911
2,21,0,-6.472825
2,21,1,-6.558086
2,21,2,-6.184072
2,21,3,-6.499932
2,22,0,-6.563422
2,22,1,-6.465660
2,22,2,-6.734985
2,22,3,-6.529283
2,23,0,-6.680706
2,23,1,-6.820492
2,23,2,-6.642711
2,23,3,-6.709584
2,24,0,-6.650624
2,24,1,-6.661052
2,24,2,-6.561882
2,24,3,-6.421018
2,25,0,-6.539156
2,25,1,-7.023541
2,25,2,-6.450846
2,25,3,-7.064767
2,26,0,-7.115611
2,26,1,-6.992489
2,26,2,-6.999188
2,26,3,-7.177857
2,27,0,-7.190357
2,27,1,-7.059123
2,27,2,-7.078988
2,27,3,-7.093294
2,28,0,-7.232166
2,28,1,-7.255122
2,28,2,-7.609129
2,28,3,-7.265553
2,29,0,-7.519671
2,29,1,-7.875421
2,29,2,-7.409280
2,29,3,-7.370571
2,30,0,-7.731574
2,30,1,-7.841074
2,30,2,-7.969460
2,30,3,-8.118059
2,31,0,-7.105209
2,31,1,-6.628401
2,31,2,-6.963950
2,31,3,-7.064039
2,32,0,0.000000
2,32,1,0.000000
2,32,2,0.000000
2,32,3,0.000000
2,33,0,0.000000
2,33,1,0.000000
2,33,2,0.000000
2,33,3,0.000000
2,34,0,0.000000
2,34,1,0.000000
2,34,2,0.000000
2,34,3,0.000000
2,35,0,0.000000
2,35,1,0.000000
2,35,2,0.000000
2,35,3,0.000000
2,36,0,0.000000
2,36,1,0.000000
2,36,2,0.000000
2,36,3,0.000000
2,37,0,0.000000
2,37,1,0.000000
2,37,2,0.000000
2,37,3,0.000000
2,38,0,0.000000
2,38,1,0.000000
2,38,2,0.000000
2,38,3,0.000000
2,39,0,0.000000
2,39,1,0.000000
2,39,2,0.000000
2,39,3,0.000000
2,40,0,0.000000
2,40,1,0.000000
2,40,2,0.000000
2,40,3,0.000000
2,41,0,0.000000
2,41,1,0.000000
2,41,2,0.000000
2,41,3,0.000000
2,42,0,0.000000
2,42,1,0.000000
2,42,2,0.000000
2,42,3,0.000000
2,43,0,0.000000
2,43,1,0.000000
2,43,2,0.000000
2,43,3,0.000000
2,44,0,0.000000
2,44,1,0.000000
2,44,2,0.000000
2,44,3,0.000000
2,45,0,0.000000
2,45,1,0.000000
2,45,2,0.000000
2,45,3,0.000000
2,46,0,0.000000
2,46,1,0.000000
2,46,2,0.000000
2,46,3,0.000000
2,47,0,0.000000
2,47,1,0.000000
2,47,2,0.000000
2,47,3,0.000000
2,48,0,0.000000
2,48,1,0.000000
2,48,2,0.000000
2,48,3,0.000000
2,49,0,0.000000
2,49,1,0.000000
2,49,2,0.000000
2,49,3,0.000000
2,50,0,0.000000
2,50,1,0.000000
2,50,2,0.000000
2,50,3,0.000000
2,51,0,0.000000
2,51,1,0.000000
2,51,2,0.000000
2,51,3,0.000000
2,52,0,0.000000
2,52,1,0.000000
2,52,2,0.000000
2,52,3,0.000000
2,53,0,0.000000
2,53,1,0.000000
2,53,2,0.000000
2,53,3,0.000000
2,54,0,0.000000
2,54,1,0.000000
2,54,2,0.000000
2,54,3,0.000000
2,55,0,0.000000
2,55,1,0.000000
2,55,2,0.000000
2,55,3,0.000000
2,56,0,0.000000
2,56,1,0.000000
2,56,2,0.000000
2,56,3,0.000000
2,57,0,0.000000
2,57,1,0.000000
2,57,2,0.000000
2,57,3,0.000000
2,58,0,0.000000
2,58,1,0.000000
2,58,2,0.000000
2,58,3,0.000000
2,59,0,0.000000
2,59,1,0.000000
2,59,2,0.000000
2,59,3,0.000000
2,60,0,0.000000
2,60,1,0.000000
2,60,2,0.000000
2,60,3,0.000000
2,61,0,0.000000
2,61,1,0.000000
2,61,2,0.000000
2,61,3,0.000000
2,62,0,0.000000
2,62,1,0.000000
2,62,2,0.000000
2,62,3,0.000000
2,63,0,0.000000
2,63,1,0.000000
2,63,2,0.000000
2,63,3,0.000000
2,64,0,0.000000
2,64,1,0.000000
2,64,2,0.000000
2,64,3,0.000000
2,65,0,0.000000
2,65,1,0.000000
2,65,2,0.000000
2,65,3,0.000000
2,66,0,0.000000
2,66,1,0.000000
2,66,2,0.000000
2,66,3,0.000000
2,67,0,0.000000
2,67,1,0.000000
2,67,2,0.000000
2,67,3,0.000000
2,68,0,0.000000
2,68,1,0.000000
2,68,2,0.000000
2,68,3,0.000000
2,69,0,0.000000
2,69,1,0.000000
2,69,2,0.000000
2,69,3,0.000000
2,70,0,0.000000
2,70,1,0.000000
2,70,2,0.000000
2,70,3,0.000000
2,71,0,0.000000
2,71,1,0.000000
2,71,2,0.000000
2,71,3,0.000000
2,72,0,0.000000
2,72,1,0.000000
2,72,2,0.000000
2,72,3,0.000000
2,73,0,0.000000
2,73,1,0.000000
2,73,2,0.000000
2,73,3,0.000000
2,74,0,0.000000
2,74,1,0.000000
2,74,2,0.000000
2,74,3,0.000000
2,75,0,0.000000
2,75,1,0.000000
2,75,2,0.000000
2,75,3,0.000000
2,76,0,0.000000
2,76,1,0.000000
2,76,2,0.000000
2,76,3,0.000000
2,77,0,0.000000
2,77,1,0.000000
2,77,2,0.000000
2,77,3,0.000000
2,78,0,0.000000
2,78,1,0.000000
2,78,2,0.000000
2,78,3,0.000000
2,79,0,0.000000
2,79,1,0.000000
2,79,2,0.000000
2,79,3,0.000000
2,80,0,0.000000
2,80,1,0.000000
2,80,2,0.000000
2,80,3,0.000000
2,81,0,0.000000
2,81,1,0.000000
2,81,2,0.000000
2,81,3,0.000000
2,82,0,0.000000
2,82,1,0.000000
2,82,2,0.000000
2,82,3,0.000000
2,83,0,0.000000
2,83,1,0.000000
2,83,2,0.000000
2,83,3,0.000000
2,84,0,0.000000
2,84,1,0.000000
2,84,2,0.000000
2,84,3,0.000000
2,85,0,0.000000
2,85,1,0.000000
2,85,2,0.000000
2,85,3,0.000000
2,86,0,0.000000
2,86,1,0.000000
2,86,2,0.000000
2,86,3,0.000000
2,87,0,0.000000
2,87,1,0.000000
2,87,2,0.000000
2,87,3,0.000000
2,88,0,0.000000
2,88,1,0.000000
2,88,2,0.000000
2,88,3,0.000000
2,89,0,0.000000
2,89,1,0.000000
2,89,2,0.000000
2,89,3,0.000000
2,90,0,0.000000
2,90,1,0.000000
2,90,2,0.000000
2,90,3,0.000000
2,91,0,0.000000
2,91,1,0.000000
2,91,2,0.000000
2,91,3,0.000000
2,92,0,0.000000
2,92,1,0.000000
2,92,2,0.000000
2,92,3,0.000000
2,93,0,0.000000
2,93,1,0.000000
2,93,2,0.000000
2,93,3,0.000000
2,94,0,0.000000
2,94,1,0.000000
2,94,2,0.000000
2,94,3,0.000000
2,95,0,0.000000
2,95,1,0.000000
2,95,2,0.000000
2,95,3,0.000000
2,96,0,0.000000
2,96,1,0.000000
2,96,2,0.000000
2,96,3,0.000000
2,97,0,0.000000
2,97,1,0.000000
2,97,2,0.000000
2,97,3,0.000000
2,98,0,0.000000
2,98,1,0.000000
2,98,2,0.000000
2,98,3,0.000000
2,99,0,0.000000
2,99,1,0.000000
2,99,2,0.000000
2,99,3,0.000000
3,0,0,0.000000
3,0,1,0.000000
3,0,2,0.000000
3,0,3,0.000000
3,1,0,8.293939
3,1,1,1.018167
3,1,2,0.000000
3,1,3,0.000000
3,2,0,0.488697
3,2,1,-0.918816
3,2,2,1.554392
3,2,3,-0.991510
3,3,0,-0.646369
3,3,1,-1.445110
3,3,2,-1.587863
3,3,3,-2.056428
3,4,0,-1.845856
3,4,1,-2.359432
3,4,2,-1.994524
3,4,3,-2.346913
3,5,0,-2.763894
3,5,1,-3.468088
3,5,2,-3.445351
3,5,3,-3.534503
3,6,0,-3.655760
3,6,1,-3.540031
3,6,2,-3.573809
3,6,3,-3.678326
3,7,0,-3.647715
3,7,1,-4.014822
3,7,2,-4.012766
3,7,3,-4.238893
3,8,0,-3.942329
3,8,1,-4.309657
3,8,2,-3.918397
3,8,3,-4.406626
3,9,0,-4.919733
3,9,1,-4.809251
3,9,2,-4.929622
3,9,3,-5.014811
3,10,0,-5.050462
3,10,1,-4.936280
3,10,2,-4.993163
3,10,3,-5.062923
3,11,0,-5.126282
3,11,1,-5.720357
